Entity,Code,Year,Hydro (TWh - equivalent)
CIS (EI),,2013,625.31226
CIS (EI),,2014,599.1018
CIS (EI),,2015,580.1357
CIS (EI),,2016,631.4283
CIS (EI),,2017,639.6387
CIS (EI),,2018,646.38617
CIS (EI),,2019,654.91034
CIS (EI),,2020,691.34247
CIS (EI),,2021,693.2946
CIS (EI),,2022,645.99445
Canada,CAN,1965,349.18494
Canada,CAN,1966,387.36557
Canada,CAN,1967,396.01184
Canada,CAN,1968,402.7419
Canada,CAN,1969,445.43494
Canada,CAN,1970,467.60938
Canada,CAN,1971,480.39542
Canada,CAN,1972,537.10455
Canada,CAN,1973,575.5898
Canada,CAN,1974,622.94006
Canada,CAN,1975,598.7016
Canada,CAN,1976,628.91907
Canada,CAN,1977,650.9723
Canada,CAN,1978,695.64355
Canada,CAN,1979,721.86316
Canada,CAN,1980,742.6419
Canada,CAN,1981,786.60345
Canada,CAN,1982,762.29706
Canada,CAN,1983,786.4172
Canada,CAN,1984,846.0626
Canada,CAN,1985,897.875
Canada,CAN,1986,918.5443
Canada,CAN,1987,935.0177
Canada,CAN,1988,909.082
Canada,CAN,1989,858.85675
Canada,CAN,1990,874.33234
Canada,CAN,1991,908.6118
Canada,CAN,1992,931.9681
Canada,CAN,1993,952.783
Canada,CAN,1994,969.4654
Canada,CAN,1995,987.811
Canada,CAN,1996,1048.5249
Canada,CAN,1997,1031.0419
Canada,CAN,1998,978.3788
Canada,CAN,1999,1020.1636
Canada,CAN,2000,1054.9357
Canada,CAN,2001,973.9385
Canada,CAN,2002,1019.47485
Canada,CAN,2003,974.8459
Canada,CAN,2004,975.14624
Canada,CAN,2005,1036.429
Canada,CAN,2006,1004.1071
Canada,CAN,2007,1039.4941
Canada,CAN,2008,1060.7625
Canada,CAN,2009,1029.6378
Canada,CAN,2010,975.2962
Canada,CAN,2011,1036.492
Canada,CAN,2012,1042.668
Canada,CAN,2013,1067.7883
Canada,CAN,2014,1036.2336
Canada,CAN,2015,1029.2358
Canada,CAN,2016,1031.817
Canada,CAN,2017,1050.1116
Canada,CAN,2018,1020.9701
Canada,CAN,2019,1006.336
Canada,CAN,2020,1015.1783
Canada,CAN,2021,1001.64905
Canada,CAN,2022,1038.782
Central America (EI),,1965,4.0096774
Central America (EI),,1966,4.414785
Central America (EI),,1967,4.985484
Central America (EI),,1968,5.5147853
Central America (EI),,1969,6.1061826
Central America (EI),,1970,6.921425
Central America (EI),,1971,6.874704
Central America (EI),,1972,7.3182526
Central America (EI),,1973,7.796989
Central America (EI),,1974,8.680242
Central America (EI),,1975,8.14207
Central America (EI),,1976,8.638252
Central America (EI),,1977,8.65629
Central America (EI),,1978,11.780349
Central America (EI),,1979,14.356773
Central America (EI),,1980,16.43051
Central America (EI),,1981,17.06242
Central America (EI),,1982,16.5068
Central America (EI),,1983,18.320618
Central America (EI),,1984,20.608736
Central America (EI),,1985,23.594763
Central America (EI),,1986,27.569519
Central America (EI),,1987,28.63541
Central America (EI),,1988,30.499275
Central America (EI),,1989,32.92369
Central America (EI),,1990,34.42682
Central America (EI),,1991,33.494614
Central America (EI),,1992,31.896433
Central America (EI),,1993,35.55351
Central America (EI),,1994,34.347446
Central America (EI),,1995,33.893566
Central America (EI),,1996,39.10858
Central America (EI),,1997,37.74799
Central America (EI),,1998,37.994576
Central America (EI),,1999,44.34108
Central America (EI),,2000,45.4355
Central America (EI),,2001,40.281647
Central America (EI),,2002,42.211235
Central America (EI),,2003,43.7683
Central America (EI),,2004,46.20883
Central America (EI),,2005,49.153038
Central America (EI),,2006,51.175747
Central America (EI),,2007,50.703365
Central America (EI),,2008,56.379852
Central America (EI),,2009,52.632275
Central America (EI),,2010,59.10773
Central America (EI),,2011,57.86549
Central America (EI),,2012,61.517506
Central America (EI),,2013,59.637074
Central America (EI),,2014,58.350826
Central America (EI),,2015,60.567398
Central America (EI),,2016,61.266994
Central America (EI),,2017,72.46552
Central America (EI),,2018,71.2993
Central America (EI),,2019,56.89459
Central America (EI),,2020,70.72221
Central America (EI),,2021,78.09469
Central America (EI),,2022,82.43562
Chile,CHL,1965,11.691936
Chile,CHL,1966,12.324731
Chile,CHL,1967,12.581988
Chile,CHL,1968,10.541667
Chile,CHL,1969,11.898925
Chile,CHL,1970,12.735752
Chile,CHL,1971,14.220161
Chile,CHL,1972,16.943548
Chile,CHL,1973,16.544353
Chile,CHL,1974,18.81828
Chile,CHL,1975,18.889248
Chile,CHL,1976,19.513172
Chile,CHL,1977,20.607258
Chile,CHL,1978,21.44113
Chile,CHL,1979,22.023655
Chile,CHL,1980,23.274462
Chile,CHL,1981,24.09946
Chile,CHL,1982,26.3586
Chile,CHL,1983,28.425537
Chile,CHL,1984,29.495966
Chile,CHL,1985,32.73387
Chile,CHL,1986,34.981182
Chile,CHL,1987,37.917473
Chile,CHL,1988,37.13387
Chile,CHL,1989,31.175535
Chile,CHL,1990,26.439705
Chile,CHL,1991,38.841988
Chile,CHL,1992,49.500443
Chile,CHL,1993,50.91143
Chile,CHL,1994,50.225857
Chile,CHL,1995,54.449226
Chile,CHL,1996,49.89466
Chile,CHL,1997,56.014683
Chile,CHL,1998,47.12629
Chile,CHL,1999,40.14704
Chile,CHL,2000,56.42231
Chile,CHL,2001,63.691242
Chile,CHL,2002,67.679016
Chile,CHL,2003,65.5515
Chile,CHL,2004,60.426334
Chile,CHL,2005,73.23324
Chile,CHL,2006,80.28323
Chile,CHL,2007,63.154514
Chile,CHL,2008,68.18928
Chile,CHL,2009,70.31856
Chile,CHL,2010,60.395134
Chile,CHL,2011,56.580017
Chile,CHL,2012,55.282967
Chile,CHL,2013,54.255466
Chile,CHL,2014,62.43137
Chile,CHL,2015,63.61206
Chile,CHL,2016,52.712814
Chile,CHL,2017,56.75396
Chile,CHL,2018,61.822098
Chile,CHL,2019,56.51611
Chile,CHL,2020,57.04545
Chile,CHL,2021,47.2893
Chile,CHL,2022,58.003117
China,CHN,1965,65.34059
China,CHN,1966,66.490585
China,CHN,1967,57.316765
China,CHN,1968,67.62751
China,CHN,1969,68.777504
China,CHN,1970,71.07749
China,CHN,1971,85.97514
China,CHN,1972,97.43588
China,CHN,1973,108.89662
China,CHN,1974,123.23235
China,CHN,1975,128.95619
China,CHN,1976,130.68118
China,CHN,1977,136.41808
China,CHN,1978,127.81926
China,CHN,1979,143.5794
China,CHN,1980,172.1594
China,CHN,1981,193.72179
China,CHN,1982,220.04097
China,CHN,1983,255.53398
China,CHN,1984,256.7101
China,CHN,1985,273.189
China,CHN,1986,279.5793
China,CHN,1987,295.77072
China,CHN,1988,322.80865
China,CHN,1989,350.1341
China,CHN,1990,374.78055
China,CHN,1991,368.7039
China,CHN,1992,386.4373
China,CHN,1993,449.00748
China,CHN,1994,495.08563
China,CHN,1995,563.543
China,CHN,1996,555.82526
China,CHN,1997,579.51074
China,CHN,1998,588.1156
China,CHN,1999,581.285
China,CHN,2000,657.664
China,CHN,2001,815.0305
China,CHN,2002,840.53674
China,CHN,2003,822.7072
China,CHN,2004,1018.7907
China,CHN,2005,1136.8239
China,CHN,2006,1239.9875
China,CHN,2007,1372.1426
China,CHN,2008,1789.8945
China,CHN,2009,1719.3163
China,CHN,2010,1974.5
China,CHN,2011,1898.0785
China,CHN,2012,2365.7258
China,CHN,2013,2479.0735
China,CHN,2014,2870.8083
China,CHN,2015,3001.3591
China,CHN,2016,3087.3403
China,CHN,2017,3100.5762
China,CHN,2018,3171.9277
China,CHN,2019,3354.375
China,CHN,2020,3471.19
China,CHN,2021,3401.68
China,CHN,2022,3397.4243
Colombia,COL,1965,10.479421
Colombia,COL,1966,11.642315
Colombia,COL,1967,12.978976
Colombia,COL,1968,14.462669
Colombia,COL,1969,16.080029
Colombia,COL,1970,17.897888
Colombia,COL,1971,18.993948
Colombia,COL,1972,21.03904
Colombia,COL,1973,22.896997
Colombia,COL,1974,25.99805
Colombia,COL,1975,28.778305
Colombia,COL,1976,30.239414
Colombia,COL,1977,30.905895
Colombia,COL,1978,35.695118
Colombia,COL,1979,39.207607
Colombia,COL,1980,42.71968
Colombia,COL,1981,42.182453
Colombia,COL,1982,45.06019
Colombia,COL,1983,45.43643
Colombia,COL,1984,50.683445
Colombia,COL,1985,54.529163
Colombia,COL,1986,63.081306
Colombia,COL,1987,68.74278
Colombia,COL,1988,72.5036
Colombia,COL,1989,79.194435
Colombia,COL,1990,81.30494
Colombia,COL,1991,81.98572
Colombia,COL,1992,65.883446
Colombia,COL,1993,82.37105
Colombia,COL,1994,94.79632
Colombia,COL,1995,94.592316
Colombia,COL,1996,104.34512
Colombia,COL,1997,93.07348
Colombia,COL,1998,91.02111
Colombia,COL,1999,99.65248
Colombia,COL,2000,91.12174
Colombia,COL,2001,92.93004
Colombia,COL,2002,99.14709
Colombia,COL,2003,104.915924
Colombia,COL,2004,110.45389
Colombia,COL,2005,112.30562
Colombia,COL,2006,121.09442
Colombia,COL,2007,125.09955
Colombia,COL,2008,129.71477
Colombia,COL,2009,114.047005
Colombia,COL,2010,112.57043
Colombia,COL,2011,133.59468
Colombia,COL,2012,130.46597
Colombia,COL,2013,120.907135
Colombia,COL,2014,121.21036
Colombia,COL,2015,120.327126
Colombia,COL,2016,125.25303
Colombia,COL,2017,152.56572
Colombia,COL,2018,149.88373
Colombia,COL,2019,143.49442
Colombia,COL,2020,130.8873
Colombia,COL,2021,158.29971
Colombia,COL,2022,167.73596
Croatia,HRV,1990,11.583118
Croatia,HRV,1991,16.338253
Croatia,HRV,1992,12.860242
Croatia,HRV,1993,13.45371
Croatia,HRV,1994,16.07094
Croatia,HRV,1995,16.803978
Croatia,HRV,1996,23.24992
Croatia,HRV,1997,17.308441
Croatia,HRV,1998,17.805216
Croatia,HRV,1999,21.66645
Croatia,HRV,2000,19.081156
Croatia,HRV,2001,21.094494
Croatia,HRV,2002,17.079268
Croatia,HRV,2003,15.828297
Croatia,HRV,2004,21.977207
Croatia,HRV,2005,20.145546
Croatia,HRV,2006,18.828043
Croatia,HRV,2007,13.289252
Croatia,HRV,2008,16.242136
Croatia,HRV,2009,20.689531
Croatia,HRV,2010,25.330496
Croatia,HRV,2011,13.881237
Croatia,HRV,2012,13.262467
Croatia,HRV,2013,23.497734
Croatia,HRV,2014,24.39846
Croatia,HRV,2015,17.209806
Croatia,HRV,2016,18.343327
Croatia,HRV,2017,14.124532
Croatia,HRV,2018,20.37448
Croatia,HRV,2019,15.357438
Croatia,HRV,2020,14.871099
Croatia,HRV,2021,18.650887
Croatia,HRV,2022,14.132496
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Czechia,CZE,1965,6.5993996
Czechia,CZE,1966,6.220424
Czechia,CZE,1967,5.606222
Czechia,CZE,1968,4.3386154
Czechia,CZE,1969,3.54146
Czechia,CZE,1970,5.057362
Czechia,CZE,1971,3.572043
Czechia,CZE,1972,3.7376344
Czechia,CZE,1973,3.196505
Czechia,CZE,1974,5.378763
Czechia,CZE,1975,5.363978
Czechia,CZE,1976,4.2758064
Czechia,CZE,1977,5.8163977
Czechia,CZE,1978,5.41129
Czechia,CZE,1979,6.7803764
Czechia,CZE,1980,7.093817
Czechia,CZE,1981,6.094355
Czechia,CZE,1982,4.938172
Czechia,CZE,1983,4.893817
Czechia,CZE,1984,3.838172
Czechia,CZE,1985,4.9411287
Czechia,CZE,1986,5.5473113
Czechia,CZE,1987,7.2889786
Czechia,CZE,1988,6.2067204
Czechia,CZE,1989,4.858333
Czechia,CZE,1990,3.4330645
Czechia,CZE,1991,3.2201612
Czechia,CZE,1992,4.1456985
Czechia,CZE,1993,4.048118
Czechia,CZE,1994,4.317204
Czechia,CZE,1995,5.9198923
Czechia,CZE,1996,5.8223114
Czechia,CZE,1997,5.023925
Czechia,CZE,1998,4.127957
Czechia,CZE,1999,4.970699
Czechia,CZE,2000,5.1983867
Czechia,CZE,2001,6.0342164
Czechia,CZE,2002,7.2737355
Czechia,CZE,2003,4.0108714
Czechia,CZE,2004,5.8186316
Czechia,CZE,2005,6.8146667
Czechia,CZE,2006,7.2566357
Czechia,CZE,2007,5.9080567
Czechia,CZE,2008,5.688499
Czechia,CZE,2009,6.785193
Czechia,CZE,2010,7.7424045
Czechia,CZE,2011,5.415283
Czechia,CZE,2012,5.8379726
Czechia,CZE,2013,7.452674
Czechia,CZE,2014,5.1737285
Czechia,CZE,2015,4.8349237
Czechia,CZE,2016,5.3580475
Czechia,CZE,2017,4.9753613
Czechia,CZE,2018,4.3059616
Czechia,CZE,2019,5.2947497
Czechia,CZE,2020,5.631027
Czechia,CZE,2021,6.3023195
Czechia,CZE,2022,5.4566164
Denmark,DNK,1965,0.07392472
Denmark,DNK,1966,0.07688166
Denmark,DNK,1967,0.07392472
Denmark,DNK,1968,0.062096667
Denmark,DNK,1969,0.06505389
Denmark,DNK,1970,0.07096777
Denmark,DNK,1971,0.07096777
Denmark,DNK,1972,0.07096777
Denmark,DNK,1973,0.07096777
Denmark,DNK,1974,0.07096777
Denmark,DNK,1975,0.062096667
Denmark,DNK,1976,0.056182776
Denmark,DNK,1977,0.07688166
Denmark,DNK,1978,0.07983861
Denmark,DNK,1979,0.08575278
Denmark,DNK,1980,0.100833334
Denmark,DNK,1981,0.10497305
Denmark,DNK,1982,0.08959667
Denmark,DNK,1983,0.099059165
Denmark,DNK,1984,0.08930111
Denmark,DNK,1985,0.0878225
Denmark,DNK,1986,0.08457
Denmark,DNK,1987,0.08693556
Denmark,DNK,1988,0.09698917
Denmark,DNK,1989,0.067715
Denmark,DNK,1990,0.08279583
Denmark,DNK,1991,0.0751075
Denmark,DNK,1992,0.081908606
Denmark,DNK,1993,0.08131722
Denmark,DNK,1994,0.09639778
Denmark,DNK,1995,0.08959667
Denmark,DNK,1996,0.05707
Denmark,DNK,1997,0.056774165
Denmark,DNK,1998,0.080725834
Denmark,DNK,1999,0.090188056
Denmark,DNK,2000,0.08930111
Denmark,DNK,2001,0.08108305
Denmark,DNK,2002,0.092818886
Denmark,DNK,2003,0.0614825
Denmark,DNK,2004,0.07636389
Denmark,DNK,2005,0.06442694
Denmark,DNK,2006,0.06658249
Denmark,DNK,2007,0.079738885
Denmark,DNK,2008,0.07249944
Denmark,DNK,2009,0.05278222
Denmark,DNK,2010,0.0572925
Denmark,DNK,2011,0.04653694
Denmark,DNK,2012,0.047915276
Denmark,DNK,2013,0.03657361
Denmark,DNK,2014,0.040915
Denmark,DNK,2015,0.048555832
Denmark,DNK,2016,0.0515925
Denmark,DNK,2017,0.047563054
Denmark,DNK,2018,0.03931833
Denmark,DNK,2019,0.044692773
Denmark,DNK,2020,0.044815
Denmark,DNK,2021,0.042636108
Denmark,DNK,2022,0.038200554
Eastern Africa (EI),,1965,17.882498
Eastern Africa (EI),,1966,21.194448
Eastern Africa (EI),,1967,20.730467
Eastern Africa (EI),,1968,21.283768
Eastern Africa (EI),,1969,23.395409
Eastern Africa (EI),,1970,33.532246
Eastern Africa (EI),,1971,26.32628
Eastern Africa (EI),,1972,32.20541
Eastern Africa (EI),,1973,33.264088
Eastern Africa (EI),,1974,42.188923
Eastern Africa (EI),,1975,44.91247
Eastern Africa (EI),,1976,49.510975
Eastern Africa (EI),,1977,56.457157
Eastern Africa (EI),,1978,53.93199
Eastern Africa (EI),,1979,58.47446
Eastern Africa (EI),,1980,53.45809
Eastern Africa (EI),,1981,55.824028
Eastern Africa (EI),,1982,57.881824
Eastern Africa (EI),,1983,57.30548
Eastern Africa (EI),,1984,55.84895
Eastern Africa (EI),,1985,58.2281
Eastern Africa (EI),,1986,55.725563
Eastern Africa (EI),,1987,48.574345
Eastern Africa (EI),,1988,55.054573
Eastern Africa (EI),,1989,53.30332
Eastern Africa (EI),,1990,63.118614
Eastern Africa (EI),,1991,64.2925
Eastern Africa (EI),,1992,58.05454
Eastern Africa (EI),,1993,60.714478
Eastern Africa (EI),,1994,61.12783
Eastern Africa (EI),,1995,61.688404
Eastern Africa (EI),,1996,61.315174
Eastern Africa (EI),,1997,64.500854
Eastern Africa (EI),,1998,82.39664
Eastern Africa (EI),,1999,86.83457
Eastern Africa (EI),,2000,91.23539
Eastern Africa (EI),,2001,102.70046
Eastern Africa (EI),,2002,110.91108
Eastern Africa (EI),,2003,111.30353
Eastern Africa (EI),,2004,112.245445
Eastern Africa (EI),,2005,115.2914
Eastern Africa (EI),,2006,121.09924
Eastern Africa (EI),,2007,131.16385
Eastern Africa (EI),,2008,128.66605
Eastern Africa (EI),,2009,134.1067
Eastern Africa (EI),,2010,149.81808
Eastern Africa (EI),,2011,153.43214
Eastern Africa (EI),,2012,159.2135
Eastern Africa (EI),,2013,168.32942
Eastern Africa (EI),,2014,178.78282
Eastern Africa (EI),,2015,175.84364
Eastern Africa (EI),,2016,165.40623
Eastern Africa (EI),,2017,171.7505
Eastern Africa (EI),,2018,180.17894
Eastern Africa (EI),,2019,180.24374
Eastern Africa (EI),,2020,192.21074
Eastern Africa (EI),,2021,202.7817
Eastern Africa (EI),,2022,207.9857
Ecuador,ECU,1965,0.7362903
Ecuador,ECU,1966,0.84274197
Ecuador,ECU,1967,0.9284947
Ecuador,ECU,1968,0.9698925
Ecuador,ECU,1969,1.0763441
Ecuador,ECU,1970,1.1975806
Ecuador,ECU,1971,1.3010752
Ecuador,ECU,1972,1.3158602
Ecuador,ECU,1973,1.2862902
Ecuador,ECU,1974,1.4784948
Ecuador,ECU,1975,1.8569891
Ecuador,ECU,1976,1.7889782
Ecuador,ECU,1977,1.65
Ecuador,ECU,1978,2.3389785
Ecuador,ECU,1979,2.0965054
Ecuador,ECU,1980,2.5784945
Ecuador,ECU,1981,2.3034947
Ecuador,ECU,1982,2.6465054
Ecuador,ECU,1983,5.0889783
Ecuador,ECU,1984,9.559946
Ecuador,ECU,1985,9.695967
Ecuador,ECU,1986,11.8634405
Ecuador,ECU,1987,13.51344
Ecuador,ECU,1988,14.27043
Ecuador,ECU,1989,14.648925
Ecuador,ECU,1990,14.745582
Ecuador,ECU,1991,15.009443
Ecuador,ECU,1992,14.706825
Ecuador,ECU,1993,17.180513
Ecuador,ECU,1994,19.413454
Ecuador,ECU,1995,15.259694
Ecuador,ECU,1996,18.75741
Ecuador,ECU,1997,19.321491
Ecuador,ECU,1998,19.238455
Ecuador,ECU,1999,21.2215
Ecuador,ECU,2000,22.506329
Ecuador,ECU,2001,20.772078
Ecuador,ECU,2002,21.962057
Ecuador,ECU,2003,20.824099
Ecuador,ECU,2004,21.357937
Ecuador,ECU,2005,19.707842
Ecuador,ECU,2006,20.286293
Ecuador,ECU,2007,25.555063
Ecuador,ECU,2008,31.734922
Ecuador,ECU,2009,25.763906
Ecuador,ECU,2010,23.97101
Ecuador,ECU,2011,30.712343
Ecuador,ECU,2012,33.555046
Ecuador,ECU,2013,30.08541
Ecuador,ECU,2014,31.04056
Ecuador,ECU,2015,35.267895
Ecuador,ECU,2016,42.387787
Ecuador,ECU,2017,53.461624
Ecuador,ECU,2018,54.70835
Ecuador,ECU,2019,64.952995
Ecuador,ECU,2020,63.906178
Ecuador,ECU,2021,66.920494
Ecuador,ECU,2022,64.22718
Egypt,EGY,1965,5.1227026
Egypt,EGY,1966,5.397133
Egypt,EGY,1967,5.8153124
Egypt,EGY,1968,8.873252
Egypt,EGY,1969,11.80051
Egypt,EGY,1970,13.865273
Egypt,EGY,1971,14.923791
Egypt,EGY,1972,15.263562
Egypt,EGY,1973,15.237425
Egypt,EGY,1974,18.086275
Egypt,EGY,1975,20.085697
Egypt,EGY,1976,23.66636
Egypt,EGY,1977,26.7243
Egypt,EGY,1978,29.364061
Egypt,EGY,1979,28.410088
Egypt,EGY,1980,28.985086
Egypt,EGY,1981,30.20042
Egypt,EGY,1982,31.023712
Egypt,EGY,1983,29.02429
Egypt,EGY,1984,28.47543
Egypt,EGY,1985,27.050537
Egypt,EGY,1986,26.530107
Egypt,EGY,1987,26.522715
Egypt,EGY,1988,26.107258
Egypt,EGY,1989,28.052956
Egypt,EGY,1990,29.430912
Egypt,EGY,1991,29.321505
Egypt,EGY,1992,28.978495
Egypt,EGY,1993,29.843414
Egypt,EGY,1994,31.72258
Egypt,EGY,1995,33.094624
Egypt,EGY,1996,33.95806
Egypt,EGY,1997,34.80672
Egypt,EGY,1998,35.792873
Egypt,EGY,1999,39.743412
Egypt,EGY,2000,41.924194
Egypt,EGY,2001,42.343803
Egypt,EGY,2002,40.84763
Egypt,EGY,2003,37.524704
Egypt,EGY,2004,36.975914
Egypt,EGY,2005,36.205
Egypt,EGY,2006,36.37708
Egypt,EGY,2007,40.201702
Egypt,EGY,2008,42.420635
Egypt,EGY,2009,38.462627
Egypt,EGY,2010,35.956238
Egypt,EGY,2011,35.834923
Egypt,EGY,2012,35.720562
Egypt,EGY,2013,36.07499
Egypt,EGY,2014,36.808514
Egypt,EGY,2015,36.84929
Egypt,EGY,2016,35.3302
Egypt,EGY,2017,34.032578
Egypt,EGY,2018,34.192055
Egypt,EGY,2019,37.11317
Egypt,EGY,2020,39.1409
Egypt,EGY,2021,37.377922
Egypt,EGY,2022,35.967506
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0.011827944
Estonia,EST,2000,0.014784943
Estonia,EST,2001,0.02173964
Estonia,EST,2002,0.016345471
Estonia,EST,2003,0.037121665
Estonia,EST,2004,0.06454889
Estonia,EST,2005,0.06156333
Estonia,EST,2006,0.038413055
Estonia,EST,2007,0.062207773
Estonia,EST,2008,0.07868166
Estonia,EST,2009,0.08936667
Estonia,EST,2010,0.07494055
Estonia,EST,2011,0.08275972
Estonia,EST,2012,0.11516139
Estonia,EST,2013,0.07086083
Estonia,EST,2014,0.07314555
Estonia,EST,2015,0.072710276
Estonia,EST,2016,0.093696386
Estonia,EST,2017,0.06919361
Estonia,EST,2018,0.039685834
Estonia,EST,2019,0.050083607
Estonia,EST,2020,0.07878861
Estonia,EST,2021,0.06018361
Estonia,EST,2022,0.061111663
Europe,,1965,1127.9446
Europe,,1966,1224.3556
Europe,,1967,1214.2933
Europe,,1968,1292.5055
Europe,,1969,1309.0946
Europe,,1970,1382.1626
Europe,,1971,1398.8096
Europe,,1972,1429.7864
Europe,,1973,1446.1283
Europe,,1974,1561.1882
Europe,,1975,1560.0902
Europe,,1976,1490.8989
Europe,,1977,1758.5609
Europe,,1978,1821.1946
Europe,,1979,1895.087
Europe,,1980,1884.656
Europe,,1981,1905.9667
Europe,,1982,1853.4998
Europe,,1983,1919.5151
Europe,,1984,1995.2439
Europe,,1985,1922.511
Europe,,1986,1886.6884
Europe,,1987,1989.5989
Europe,,1988,2066.5442
Europe,,1989,1878.8916
Europe,,1990,1911.0599
Europe,,1991,1946.1832
Europe,,1992,1998.0337
Europe,,1993,2042.7648
Europe,,1994,2077.4707
Europe,,1995,2086.546
Europe,,1996,1957.4496
Europe,,1997,2027.4485
Europe,,1998,2100.4224
Europe,,1999,2141.2183
Europe,,2000,2220.6467
Europe,,2001,2238.5188
Europe,,2002,2021.4257
Europe,,2003,1887.3087
Europe,,2004,2018.8599
Europe,,2005,2018.3055
Europe,,2006,1966.6559
Europe,,2007,1992.9426
Europe,,2008,2036.8799
Europe,,2009,2033.266
Europe,,2010,2124.765
Europe,,2011,1877.154
Europe,,2012,2005.1382
Europe,,2013,2135.5488
Europe,,2014,2104.599
Europe,,2015,1988.2642
Europe,,2016,2064.1829
Europe,,2017,1900.2836
Europe,,2018,2057.1042
Europe,,2019,1935.3955
Europe,,2020,2089.7402
Europe,,2021,2128.5642
Europe,,2022,1819.0048
Europe (EI),,1965,893.5884
Europe (EI),,1966,959.74963
Europe (EI),,1967,959.4328
Europe (EI),,1968,994.2482
Europe (EI),,1969,978.69214
Europe (EI),,1970,1023.34906
Europe (EI),,1971,1033.6544
Europe (EI),,1972,1075.8502
Europe (EI),,1973,1092.0537
Europe (EI),,1974,1180.7001
Europe (EI),,1975,1205.005
Europe (EI),,1976,1114.2961
Europe (EI),,1977,1349.1903
Europe (EI),,1978,1346.9934
Europe (EI),,1979,1416.8411
Europe (EI),,1980,1374.3099
Europe (EI),,1981,1391.0724
Europe (EI),,1982,1378.8727
Europe (EI),,1983,1419.7269
Europe (EI),,1984,1434.712
Europe (EI),,1985,1485.7606
Europe (EI),,1986,1435.8115
Europe (EI),,1987,1563.9993
Europe (EI),,1988,1676.2394
Europe (EI),,1989,1459.5718
Europe (EI),,1990,1486.0873
Europe (EI),,1991,1516.1521
Europe (EI),,1992,1566.186
Europe (EI),,1993,1627.7303
Europe (EI),,1994,1647.6455
Europe (EI),,1995,1670.3961
Europe (EI),,1996,1620.797
Europe (EI),,1997,1679.5916
Europe (EI),,1998,1756.5364
Europe (EI),,1999,1769.13
Europe (EI),,2000,1826.7034
Europe (EI),,2001,1798.0883
Europe (EI),,2002,1646.2993
Europe (EI),,2003,1538.2251
Europe (EI),,2004,1645.3219
Europe (EI),,2005,1637.2238
Europe (EI),,2006,1599.3829
Europe (EI),,2007,1593.6
Europe (EI),,2008,1667.219
Europe (EI),,2009,1647.0741
Europe (EI),,2010,1806.3138
Europe (EI),,2011,1571.6091
Europe (EI),,2012,1715.4218
Europe (EI),,2013,1803.406
Europe (EI),,2014,1744.6393
Europe (EI),,2015,1716.3854
Europe (EI),,2016,1749.5697
Europe (EI),,2017,1561.367
Europe (EI),,2018,1710.453
Europe (EI),,2019,1656.2346
Europe (EI),,2020,1735.8635
Europe (EI),,2021,1712.6444
Europe (EI),,2022,1477.9559
European Union (27),,1965,626.30817
European Union (27),,1966,681.4494
European Union (27),,1967,657.0212
European Union (27),,1968,669.99725
European Union (27),,1969,657.8056
European Union (27),,1970,694.0726
European Union (27),,1971,689.652
European Union (27),,1972,723.9785
European Union (27),,1973,720.12177
European Union (27),,1974,777.7397
European Union (27),,1975,783.3225
European Union (27),,1976,683.5459
European Union (27),,1977,909.5276
European Union (27),,1978,885.5575
European Union (27),,1979,928.269
European Union (27),,1980,880.3183
European Union (27),,1981,868.8315
European Union (27),,1982,854.23773
European Union (27),,1983,871.37024
European Union (27),,1984,883.7424
European Union (27),,1985,900.8019
European Union (27),,1986,850.94916
European Union (27),,1987,934.3494
European Union (27),,1988,986.4616
European Union (27),,1989,806.4684
European Union (27),,1990,842.4941
European Union (27),,1991,881.43146
European Union (27),,1992,918.5184
European Union (27),,1993,941.99286
European Union (27),,1994,969.81555
European Union (27),,1995,966.8477
European Union (27),,1996,962.4145
European Union (27),,1997,990.76843
European Union (27),,1998,1022.658
European Union (27),,1999,1016.1518
European Union (27),,2000,1053.5425
