Entity,Code,Year,Renewables (TWh - equivalent)
Australia,AUS,1965,23.683418
Australia,AUS,1966,22.625797
Australia,AUS,1967,23.41597
Australia,AUS,1968,24.409746
Australia,AUS,1969,26.575861
Australia,AUS,1970,30.907778
Australia,AUS,1971,34.866936
Australia,AUS,1972,35.056843
Australia,AUS,1973,37.40806
Australia,AUS,1974,42.39449
Australia,AUS,1975,45.584057
Australia,AUS,1976,43.397835
Australia,AUS,1977,41.418774
Australia,AUS,1978,44.687695
Australia,AUS,1979,43.459774
Australia,AUS,1980,41.049583
Australia,AUS,1981,42.29228
Australia,AUS,1982,39.408916
Australia,AUS,1983,37.225334
Australia,AUS,1984,40.22105
Australia,AUS,1985,42.677586
Australia,AUS,1986,42.94255
Australia,AUS,1987,41.756184
Australia,AUS,1988,44.720295
Australia,AUS,1989,44.73363
Australia,AUS,1990,46.068165
Australia,AUS,1991,48.60014
Australia,AUS,1992,49.313396
Australia,AUS,1993,50.644047
Australia,AUS,1994,50.046463
Australia,AUS,1995,48.939106
Australia,AUS,1996,50.3365
Australia,AUS,1997,50.466812
Australia,AUS,1998,50.323784
Australia,AUS,1999,52.009785
Australia,AUS,2000,52.065205
Australia,AUS,2001,50.915432
Australia,AUS,2002,52.75004
Australia,AUS,2003,54.63819
Australia,AUS,2004,56.691235
Australia,AUS,2005,60.8362
Australia,AUS,2006,62.266647
Australia,AUS,2007,59.896095
Australia,AUS,2008,56.388546
Australia,AUS,2009,59.178158
Australia,AUS,2010,65.073265
Australia,AUS,2011,88.660194
Australia,AUS,2012,87.37707
Australia,AUS,2013,101.3024
Australia,AUS,2014,93.46402
Australia,AUS,2015,100.612686
Australia,AUS,2016,115.454475
Australia,AUS,2017,108.02024
Australia,AUS,2018,134.56378
Australia,AUS,2019,149.09915
Australia,AUS,2020,171.95312
Australia,AUS,2021,205.36688
Australia,AUS,2022,240.12027
Austria,AUT,1965,47.55726
Austria,AUT,1966,51.24758
Austria,AUT,1967,52.332794
Austria,AUT,1968,53.772846
Austria,AUT,1969,49.434944
Austria,AUT,1970,62.953415
Austria,AUT,1971,49.736855
Austria,AUT,1972,51.119247
Austria,AUT,1973,56.801395
Austria,AUT,1974,67.15973
Austria,AUT,1975,70.362144
Austria,AUT,1976,60.81226
Austria,AUT,1977,73.69054
Austria,AUT,1978,73.74968
Austria,AUT,1979,83.08193
Austria,AUT,1980,86.07766
Austria,AUT,1981,91.215126
Austria,AUT,1982,91.36002
Austria,AUT,1983,90.502495
Austria,AUT,1984,79.393875
Austria,AUT,1985,94.01306
Austria,AUT,1986,95.49254
Austria,AUT,1987,107.533455
Austria,AUT,1988,107.735916
Austria,AUT,1989,107.26399
Austria,AUT,1990,96.89259
Austria,AUT,1991,96.97279
Austria,AUT,1992,107.38001
Austria,AUT,1993,112.99009
Austria,AUT,1994,109.527504
Austria,AUT,1995,115.67315
Austria,AUT,1996,106.39695
Austria,AUT,1997,112.44349
Austria,AUT,1998,116.06899
Austria,AUT,1999,125.784775
Austria,AUT,2000,128.99109
Austria,AUT,2001,124.920685
Austria,AUT,2002,123.12208
Austria,AUT,2003,103.139915
Austria,AUT,2004,115.47339
Austria,AUT,2005,118.82487
Austria,AUT,2006,120.292366
Austria,AUT,2007,127.58024
Austria,AUT,2008,131.58855
Austria,AUT,2009,139.61539
Austria,AUT,2010,132.76695
Austria,AUT,2011,120.841354
Austria,AUT,2012,148.79189
Austria,AUT,2013,145.05257
Austria,AUT,2014,144.66635
Austria,AUT,2015,138.20769
Austria,AUT,2016,145.64502
Austria,AUT,2017,144.09386
Austria,AUT,2018,140.98167
Austria,AUT,2019,152.49455
Austria,AUT,2020,153.16536
Austria,AUT,2021,145.65163
Austria,AUT,2022,139.69252
Azerbaijan,AZE,1985,3.881231
Azerbaijan,AZE,1986,2.3783975
Azerbaijan,AZE,1987,2.3783975
Azerbaijan,AZE,1988,2.0647626
Azerbaijan,AZE,1989,2.0647626
Azerbaijan,AZE,1990,4.902688
Azerbaijan,AZE,1991,5.2022314
Azerbaijan,AZE,1992,5.166747
Azerbaijan,AZE,1993,7.173656
Azerbaijan,AZE,1994,5.41129
Azerbaijan,AZE,1995,4.601075
Azerbaijan,AZE,1996,4.5448923
Azerbaijan,AZE,1997,5.0623655
Azerbaijan,AZE,1998,5.769086
Azerbaijan,AZE,1999,4.453226
Azerbaijan,AZE,2000,4.5360217
Azerbaijan,AZE,2001,3.822062
Azerbaijan,AZE,2002,5.8960457
Azerbaijan,AZE,2003,7.163306
Azerbaijan,AZE,2004,7.938951
Azerbaijan,AZE,2005,8.617157
Azerbaijan,AZE,2006,7.164729
Azerbaijan,AZE,2007,6.684496
Azerbaijan,AZE,2008,6.27205
Azerbaijan,AZE,2009,6.452561
Azerbaijan,AZE,2010,9.566865
Azerbaijan,AZE,2011,7.3816075
Azerbaijan,AZE,2012,4.9930644
Azerbaijan,AZE,2013,4.2766576
Azerbaijan,AZE,2014,3.8128233
Azerbaijan,AZE,2015,4.7246885
Azerbaijan,AZE,2016,5.6791754
Azerbaijan,AZE,2017,5.077308
Azerbaijan,AZE,2018,5.2592063
Azerbaijan,AZE,2019,4.831787
Azerbaijan,AZE,2020,3.504816
Azerbaijan,AZE,2021,4.034253
Azerbaijan,AZE,2022,4.861487
Bangladesh,BGD,1971,0.51747304
Bangladesh,BGD,1972,0.51747304
Bangladesh,BGD,1973,0.9787633
Bangladesh,BGD,1974,0.71854836
Bangladesh,BGD,1975,1.2892472
Bangladesh,BGD,1976,1.4607527
Bangladesh,BGD,1977,1.2922041
Bangladesh,BGD,1978,1.4962367
Bangladesh,BGD,1979,1.7357528
Bangladesh,BGD,1980,1.7239248
Bangladesh,BGD,1981,1.8481183
Bangladesh,BGD,1982,1.5465052
Bangladesh,BGD,1983,1.9575269
Bangladesh,BGD,1984,2.6524193
Bangladesh,BGD,1985,2.185215
Bangladesh,BGD,1986,1.330645
Bangladesh,BGD,1987,1.5287633
Bangladesh,BGD,1988,1.9959676
Bangladesh,BGD,1989,2.7204301
Bangladesh,BGD,1990,2.6139784
Bangladesh,BGD,1991,2.477957
Bangladesh,BGD,1992,2.3537633
Bangladesh,BGD,1993,1.7978494
Bangladesh,BGD,1994,2.5045698
Bangladesh,BGD,1995,1.0999999
Bangladesh,BGD,1996,2.185215
Bangladesh,BGD,1997,2.1260753
Bangladesh,BGD,1998,2.557796
Bangladesh,BGD,1999,2.463172
Bangladesh,BGD,2000,2.2147849
Bangladesh,BGD,2001,2.9172235
Bangladesh,BGD,2002,2.1864989
Bangladesh,BGD,2003,2.174803
